#Total No. of Collocate Types: 477
#Total No. of Collocate Tokens: 1354
107	2	2	0	4.51156	платок
108	2	1	1	4.51156	педагог
109	2	0	2	3.18963	оттуда
110	2	2	0	2.05213	отец
111	2	0	2	1.55736	опять
112	2	1	1	6.51156	обыск
113	2	0	2	-0.28286	но
114	2	1	1	2.11924	начать
115	2	2	0	2.60467	называться
116	2	1	1	1.30211	наверное
117	2	0	2	0.22616	мой
118	2	1	1	2.11924	мама
119	2	2	0	2.70421	любить
120	2	2	0	2.60467	купить
121	2	2	0	4.92660	кормить
122	2	0	2	3.18963	книжка
123	2	2	0	3.05213	кавказ
124	2	0	2	2.34163	интересный
125	2	1	1	2.51156	именно
126	2	2	0	0.44547	или
127	2	2	0	2.81112	здание
128	2	1	1	3.92660	зарабатывать
129	2	2	0	1.34163	жизнь
130	2	2	0	3.34163	дорога
131	2	2	0	1.46717	дело
132	2	2	0	0.89685	делать
133	2	0	2	0.67867	два
134	2	1	1	1.75667	дать
135	2	0	2	2.51156	далеко
136	2	2	0	2.81112	дак
137	2	2	0	-0.81037	год
138	2	0	2	1.18963	вообще
139	2	1	1	2.42410	вон
140	2	0	2	-0.81037	весь
141	2	2	0	5.51156	вводить
142	2	2	0	-0.26980	бы
143	2	0	2	3.70421	буквально
144	2	2	0	2.51156	брать
145	2	1	1	3.34163	болеть
146	2	0	2	1.70421	баба
147	1	0	1	5.51156	якибошна
148	1	1	0	0.81112	язык
149	1	0	1	3.51156	ягибошна
150	1	1	0	5.51156	юноша
151	1	1	0	4.51156	ювелир
152	1	0	1	4.51156	этакий
153	1	0	1	3.51156	ща
154	1	0	1	5.51156	шутиков
155	1	1	0	0.70421	школа
156	1	1	0	4.51156	шаль
157	1	0	1	4.51156	чужой
158	1	0	1	3.51156	чувашский
159	1	0	1	1.42410	читать
160	1	1	0	3.18963	черт
161	1	1	0	3.92660	чемпионат
162	1	0	1	5.51156	чашечка
163	1	0	1	2.51156	часто
164	1	0	1	5.51156	ца
165	1	1	0	5.51156	хрущевка
166	1	1	0	2.34163	хотя
167	1	0	1	1.51156	хоть
168	1	1	0	1.34163	хорошо
169	1	1	0	-0.16087	хороший
170	1	1	0	4.51156	химия
171	1	0	1	4.51156	фотография
172	1	0	1	5.51156	фотографироваться
173	1	1	0	4.51156	фактически
174	1	0	1	2.18963	учить
175	1	1	0	3.51156	уставать
176	1	1	0	3.18963	услышать
177	1	1	0	5.51156	усилиться
178	1	1	0	5.51156	урочище
179	1	1	0	5.51156	уродиться
180	1	1	0	3.51156	уровень
181	1	0	1	1.34163	умереть
182	1	1	0	4.51156	ум
183	1	0	1	0.81112	улица
184	1	1	0	3.51156	узнавать
185	1	0	1	5.51156	узенький
186	1	0	1	0.55736	уж
187	1	1	0	3.92660	убить
188	1	0	1	5.51156	убираться
189	1	0	1	3.92660	тута
190	1	0	1	0.51156	три
191	1	1	0	3.51156	трасса
192	1	1	0	3.51156	топить
193	1	0	1	-0.59696	тоже
194	1	0	1	4.51156	товарооборот
195	1	1	0	4.51156	тиф
196	1	1	0	1.42410	типа
197	1	1	0	5.51156	течь
198	1	0	1	1.70421	твой
199	1	1	0	4.51156	таскать
200	1	1	0	0.92660	таки
201	1	1	0	2.70421	также
202	1	1	0	5.51156	таблеточка
203	1	0	1	3.92660	т
204	1	1	0	3.18963	счастье
205	1	1	0	4.51156	схоронить
206	1	1	0	3.51156	существовать
207	1	0	1	4.51156	сундук
208	1	0	1	1.42410	сто
209	1	0	1	4.51156	старинный
210	1	1	0	2.18963	стараться
211	1	0	1	3.51156	среди
212	1	1	0	2.92660	спросить
213	1	0	1	1.11924	сорок
214	1	1	0	3.92660	содержание
215	1	1	0	5.51156	согласие
216	1	0	1	3.51156	собраться
217	1	1	0	1.92660	смысл
218	1	1	0	3.92660	смена
219	1	1	0	1.92660	сложный
220	1	1	0	5.51156	скреплево
221	1	1	0	5.51156	склад
222	1	1	0	1.70421	сказка
223	1	1	0	3.18963	система
224	1	1	0	2.92660	сжечь
225	1	0	1	4.51156	серьезно
226	1	0	1	4.51156	сериал
227	1	1	0	5.51156	семидесятилетие
228	1	1	0	1.42410	сдавать
229	1	0	1	4.51156	сглазить
230	1	1	0	2.70421	связь
231	1	0	1	5.51156	свекровия
232	1	1	0	2.92660	свекла
233	1	0	1	-0.01200	сам
234	1	1	0	4.51156	садовать
235	1	1	0	3.92660	рубаха
236	1	1	0	5.51156	ростсельмаш
237	1	1	0	2.70421	рост
238	1	1	0	0.86770	россия
239	1	0	1	4.51156	рожь
240	1	0	1	1.60467	родиться
241	1	1	0	1.34163	родитель
242	1	1	0	4.51156	рейтинг
243	1	0	1	-0.61772	ребенок
244	1	1	0	3.92660	раньше
245	1	1	0	5.51156	размер
246	1	1	0	2.92660	разговаривать
247	1	1	0	3.92660	разве
248	1	1	0	1.70421	равный
249	1	1	0	-0.29579	работать
250	1	1	0	0.05213	работа
251	1	0	1	5.51156	ра
252	1	0	1	3.92660	пятьсот
253	1	1	0	0.60467	пять
254	1	0	1	3.92660	пускать
255	1	0	1	1.60467	прям
256	1	0	1	5.51156	прочистить
257	1	1	0	2.34163	процесс
258	1	1	0	-0.13230	просто
259	1	1	0	5.51156	прописывать
260	1	1	0	1.92660	пройти
261	1	0	1	3.51156	продать
262	1	1	0	1.92660	проблема
263	1	1	0	3.18963	причитать
264	1	1	0	0.60467	прийти
265	1	1	0	2.51156	привезти
266	1	0	1	3.51156	представить
267	1	1	0	3.92660	предположить
268	1	0	1	4.51156	потерять
269	1	0	1	5.51156	потенциально
270	1	1	0	4.51156	посуда
271	1	0	1	5.51156	последовательность
272	1	0	1	1.42410	после
273	1	1	0	2.92660	посадить
274	1	0	1	3.18963	попробовать
275	1	1	0	2.34163	попков
276	1	1	0	0.55736	помнить
277	1	1	0	3.18963	помереть
278	1	1	0	5.51156	пользователь
279	1	1	0	5.51156	полоскать
280	1	1	0	5.51156	поломать
281	1	1	0	2.92660	половина
282	1	1	0	2.18963	полный
283	1	1	0	2.51156	полностью
284	1	1	0	4.51156	полезный
285	1	1	0	-0.18888	пойти
286	1	1	0	2.92660	поймать
287	1	0	1	1.60467	пожалуйста
288	1	1	0	2.92660	поесть
289	1	1	0	3.18963	поезд
290	1	0	1	2.51156	подходить
291	1	0	1	3.92660	подобный
292	1	1	0	4.51156	подниматься
293	1	0	1	3.92660	подкидывать
294	1	0	1	3.92660	поделить
295	1	0	1	3.51156	поверить
296	1	1	0	2.92660	плясать
297	1	0	1	3.18963	плести
298	1	1	0	3.51156	платье
299	1	0	1	4.51156	питер
300	1	1	0	2.51156	писать
301	1	0	1	5.51156	передвижной
302	1	1	0	5.51156	передвигаться
303	1	1	0	4.51156	перебирать
304	1	1	0	-0.04303	первый
305	1	1	0	5.51156	пенза
306	1	1	0	3.18963	парень
307	1	1	0	3.92660	пара
308	1	1	0	4.51156	память
309	1	1	0	3.92660	палец
310	1	0	1	5.51156	отстраивать
311	1	1	0	5.51156	отменить
312	1	1	0	2.34163	откуда
313	1	0	1	-0.29579	от
314	1	1	0	1.34163	остаться
315	1	1	0	3.51156	оставаться
316	1	1	0	3.51156	особенно
317	1	1	0	4.51156	осетия
318	1	0	1	5.51156	освобождать
319	1	1	0	5.51156	оне
320	1	1	0	5.51156	одноногий
321	1	0	1	3.92660	однажды
322	1	0	1	2.34163	огромный
323	1	1	0	3.92660	обманывать
324	1	1	0	4.51156	оба
325	1	1	0	0.15401	нужный
326	1	0	1	2.92660	нравиться
327	1	0	1	2.92660	нормальный
328	1	0	1	5.51156	никак
329	1	0	1	4.51156	недавно
330	1	1	0	-0.59696	наш
331	1	1	0	2.51156	начинать
332	1	1	0	4.51156	натюрморт
333	1	0	1	5.51156	настать
334	1	1	0	1.42410	народ
335	1	0	1	5.51156	напрядин
336	1	1	0	5.51156	напомнить
337	1	1	0	5.51156	назначить
338	1	0	1	2.70421	назвать
339	1	1	0	5.51156	надобный
340	1	1	0	5.51156	набухать
341	1	1	0	4.51156	муромский
342	1	1	0	3.18963	музыкант
343	1	0	1	2.18963	музыка
344	1	1	0	4.51156	морозить
345	1	0	1	5.51156	мозговой
346	1	0	1	3.92660	мичурин
347	1	0	1	3.51156	минимум
348	1	1	0	3.51156	местность
349	1	1	0	2.92660	мероприятие
350	1	1	0	2.51156	мера
351	1	0	1	4.51156	мелкий
352	1	0	1	3.92660	матушка
353	1	0	1	3.51156	мамка
354	1	0	1	4.51156	мамин
355	1	1	0	4.51156	мальчик
356	1	1	0	5.51156	любому
357	1	1	0	5.51156	листочек
358	1	1	0	2.92660	лечить
359	1	1	0	2.05213	лето
360	1	1	0	3.92660	лен
361	1	0	1	2.05213	лежать
362	1	0	1	4.51156	лампа
363	1	0	1	5.51156	лазать
364	1	1	0	1.42410	ладно
365	1	0	1	5.51156	кукушка
366	1	1	0	5.51156	крупица
367	1	0	1	3.92660	кроме
368	1	1	0	4.51156	крик
369	1	1	0	5.51156	красавный
370	1	1	0	4.51156	котомочек
371	1	1	0	5.51156	котель
372	1	1	0	4.51156	косить
373	1	0	1	4.51156	константин
374	1	1	0	5.51156	командировка
375	1	1	0	5.51156	колоссальный
376	1	1	0	5.51156	коклюшечка
377	1	0	1	3.92660	кой
378	1	1	0	5.51156	кобель
379	1	0	1	5.51156	кл
380	1	1	0	1.81112	кидать
381	1	1	0	4.51156	квалификация
382	1	1	0	5.51156	каникулы
383	1	1	0	2.92660	камень
384	1	1	0	3.18963	ка
385	1	0	1	1.81112	их
386	1	1	0	2.92660	использовать
387	1	1	0	2.51156	искать
388	1	1	0	4.51156	иркутск
389	1	0	1	3.92660	иногда
390	1	1	0	3.51156	иваныч
391	1	0	1	2.51156	иван
392	1	1	0	3.18963	знакомый
393	1	1	0	5.51156	знак
394	1	1	0	0.38228	земля
395	1	0	1	1.05213	здравствовать
396	1	0	1	5.51156	защититься
397	1	0	1	5.51156	зарасти
398	1	1	0	1.18963	заниматься
399	1	1	0	5.51156	закладывать
400	1	1	0	5.51156	закидывать
401	1	0	1	4.51156	задержать
402	1	0	1	5.51156	завоевывать
403	1	0	1	2.70421	завод
404	1	1	0	3.18963	забор
405	1	1	0	5.51156	забить
406	1	0	1	4.51156	житься
407	1	1	0	4.51156	желтенький
408	1	0	1	-1.02760	же
409	1	1	0	0.92660	ж
410	1	1	0	5.51156	ендалаа
411	1	0	1	2.18963	ездить
412	1	0	1	3.92660	европейский
413	1	0	1	2.51156	дурак
414	1	1	0	3.18963	дружить
415	1	0	1	-0.34642	другой
416	1	0	1	3.92660	древний
417	1	1	0	2.92660	дочь
418	1	0	1	3.18963	дочка
419	1	1	0	5.51156	дорабатывать
420	1	1	0	1.51156	дома
421	1	1	0	0.55736	должен
422	1	0	1	4.51156	добыча
423	1	0	1	-0.39533	для
424	1	1	0	5.51156	диджеить
425	1	1	0	4.51156	дзынь
426	1	0	1	5.51156	дескать
427	1	1	0	2.70421	держать
428	1	1	0	0.86770	деревня
429	1	1	0	2.92660	дед
430	1	1	0	3.51156	де
431	1	0	1	3.18963	дверь
432	1	0	1	2.51156	дагестанец
433	1	1	0	1.60467	горшок
434	1	1	0	3.92660	герой
435	1	1	0	-0.81037	где
436	1	1	0	5.51156	гвоздь
437	1	0	1	3.51156	гармонь
438	1	1	0	5.51156	выслушать
439	1	0	1	5.51156	высказывание
440	1	1	0	5.51156	вылить
441	1	1	0	5.51156	выламывать
442	1	0	1	1.11924	второй
443	1	0	1	5.51156	втихолку
444	1	0	1	2.92660	вспомянуть
445	1	1	0	3.92660	всего
446	1	1	0	0.22616	всегда
447	1	1	0	-0.48844	время
448	1	0	1	2.70421	восьмой
449	1	1	0	0.75667	вопрос
450	1	1	0	4.51156	военный
451	1	1	0	2.92660	водить
452	1	0	1	0.34163	во
453	1	0	1	2.70421	внук
454	1	0	1	5.51156	вкусность
455	1	1	0	5.51156	витька
456	1	1	0	3.18963	видно
457	1	0	1	0.05213	видеть
458	1	0	1	1.34163	взять
459	1	0	1	3.18963	везде
460	1	1	0	0.60467	ваш
461	1	1	0	3.92660	васильевич
462	1	1	0	1.60467	бывать
463	1	0	1	5.51156	буряток
464	1	0	1	2.51156	бурлак
465	1	0	1	5.51156	большущий
466	1	1	0	5.51156	бодрый
467	1	1	0	2.18963	бессоновка
468	1	0	1	5.51156	бессоновец
469	1	0	1	1.42410	без
470	1	0	1	3.51156	бегать
471	1	0	1	5.51156	бараний
472	1	0	1	4.51156	баннерный
473	1	1	0	5.51156	банально
474	1	0	1	4.51156	бабуля
475	1	1	0	4.51156	ассоциироваться
476	1	1	0	5.51156	арт
477	1	1	0	5.51156	ангел
